date,product,region,quantity,unit_price
2026-02-11,Laptop,West,2,250
2026-02-12,Phone,North,7,750
2026-02-13,Laptop,East,7,750
2026-02-14,Laptop,South,1,180
2026-02-15,Smartwatch,West,3,500
2026-02-16,Tablet,East,8,120
2026-02-17,Phone,South,2,1000
2026-02-18,Headphones,West,8,120
2026-02-19,Laptop,East,2,750
2026-02-20,Phone,North,6,250
2026-02-21,Phone,West,7,1000
2026-02-22,Smartwatch,East,2,500
2026-02-23,Phone,North,3,350
2026-02-24,Phone,South,3,350
2026-02-25,Laptop,West,2,120
2026-02-26,Tablet,South,7,250
2026-02-27,Laptop,North,3,180
2026-02-28,Laptop,North,4,500
2026-03-01,Headphones,West,5,180
2026-03-02,Phone,East,5,750
2026-03-03,Phone,East,8,350
2026-03-04,Smartwatch,East,8,750
2026-03-05,Phone,North,1,250
2026-03-06,Tablet,South,7,1000
2026-03-07,Laptop,South,3,1000
2026-03-08,Laptop,East,1,500
2026-03-09,Laptop,East,5,180
2026-03-10,Smartwatch,North,7,500
2026-03-11,Laptop,South,7,350
2026-03-12,Tablet,East,3,250
2026-03-13,Phone,West,2,500
2026-03-14,Tablet,East,6,350
2026-03-15,Laptop,West,7,750
2026-03-16,Laptop,South,4,120
2026-03-17,Tablet,East,8,500
2026-03-18,Phone,East,3,120
2026-03-19,Tablet,South,1,180
2026-03-20,Phone,North,5,180
2026-03-21,Laptop,East,5,750
2026-03-22,Tablet,South,6,1000
2026-03-23,Headphones,East,2,250
2026-03-24,Laptop,North,8,500
2026-03-25,Tablet,West,8,1000
2026-03-26,Smartwatch,East,3,250
2026-03-27,Laptop,East,2,180
2026-03-28,Headphones,East,1,180
2026-03-29,Phone,West,6,350
2026-03-30,Phone,South,1,500
2026-03-31,Tablet,South,6,180
2026-04-01,Smartwatch,East,5,1000
2026-04-02,Phone,East,6,120
2026-04-03,Headphones,East,4,1000
2026-04-04,Tablet,North,2,350
2026-04-05,Laptop,South,6,120
2026-04-06,Smartwatch,North,6,180
2026-04-07,Headphones,West,5,750
2026-04-08,Phone,South,6,500
2026-04-09,Headphones,East,4,180
2026-04-10,Laptop,North,1,180
2026-04-11,Tablet,South,6,120
2026-04-12,Headphones,West,2,180
2026-04-13,Tablet,West,8,120
2026-04-14,Smartwatch,West,2,120
2026-04-15,Headphones,North,7,750
2026-04-16,Smartwatch,East,2,500
2026-04-17,Laptop,South,3,750
2026-04-18,Phone,West,1,350
2026-04-19,Headphones,North,5,250
2026-04-20,Tablet,South,6,250
2026-04-21,Phone,West,4,120
2026-04-22,Phone,East,2,180
2026-04-23,Headphones,North,8,350
2026-04-24,Phone,North,2,500
2026-04-25,Tablet,South,8,250
2026-04-26,Tablet,West,2,120
2026-04-27,Phone,North,1,180
2026-04-28,Tablet,West,2,750
2026-04-29,Tablet,East,7,500
2026-04-30,Laptop,West,5,1000
2026-05-01,Smartwatch,South,7,1000
2026-05-02,Laptop,South,4,120
2026-05-03,Laptop,East,3,120
2026-05-04,Headphones,West,4,180
2026-05-05,Smartwatch,East,6,750
2026-05-06,Laptop,East,5,1000
2026-05-07,Phone,South,2,180
2026-05-08,Laptop,North,2,1000
2026-05-09,Phone,East,1,350
2026-05-10,Headphones,South,7,1000
2026-05-11,Phone,South,1,350
2026-05-12,Tablet,West,6,180
2026-05-13,Laptop,West,5,350
2026-05-14,Headphones,North,4,750
2026-05-15,Laptop,South,7,500
2026-05-16,Phone,South,2,250
2026-05-17,Smartwatch,West,7,180
2026-05-18,Headphones,North,1,350
2026-05-19,Headphones,North,8,250
2026-05-20,Tablet,East,5,180
2026-05-21,Laptop,North,4,120
2026-05-22,Smartwatch,North,8,500
2026-05-23,Phone,East,4,180
2026-05-24,Phone,East,4,250
2026-05-25,Phone,West,7,250
2026-05-26,Tablet,North,4,500
2026-05-27,Smartwatch,North,1,750
2026-05-28,Headphones,West,3,500
2026-05-29,Laptop,South,5,180
2026-05-30,Smartwatch,West,2,120
2026-05-31,Laptop,South,4,120
2026-06-01,Phone,West,6,500
2026-06-02,Tablet,West,6,750
2026-06-03,Smartwatch,West,1,120
2026-06-04,Smartwatch,East,3,1000
2026-06-05,Headphones,North,6,120
2026-06-06,Tablet,North,2,250
2026-06-07,Headphones,South,3,180
2026-06-08,Phone,North,6,180
2026-06-09,Tablet,North,3,350
2026-06-10,Smartwatch,East,3,180
2026-06-11,Phone,East,7,1000
2026-06-12,Smartwatch,West,6,1000
2026-06-13,Tablet,West,2,350
2026-06-14,Tablet,North,2,180
2026-06-15,Tablet,East,3,750
2026-06-16,Phone,North,8,120
2026-06-17,Tablet,East,4,750
2026-06-18,Laptop,East,5,1000
2026-06-19,Headphones,South,1,350
2026-06-20,Headphones,South,3,350
2026-06-21,Laptop,South,6,500
2026-06-22,Phone,West,8,1000
2026-06-23,Tablet,East,8,120
2026-06-24,Laptop,North,1,250
2026-06-25,Headphones,West,2,250
2026-06-26,Smartwatch,East,3,750
2026-06-27,Laptop,South,2,250
2026-06-28,Smartwatch,West,7,750
2026-06-29,Laptop,East,7,180
2026-06-30,Headphones,West,6,180
2026-07-01,Tablet,North,5,750
2026-07-02,Headphones,East,4,120
2026-07-03,Tablet,East,8,180
2026-07-04,Tablet,East,1,350
2026-07-05,Laptop,East,8,180
2026-07-06,Laptop,North,4,180
2026-07-07,Tablet,East,8,1000
2026-07-08,Tablet,South,7,350
2026-07-09,Phone,South,2,750
2026-07-10,Phone,North,6,350
2026-07-11,Headphones,North,8,120
2026-07-12,Tablet,West,8,250
2026-07-13,Laptop,East,1,180
2026-07-14,Smartwatch,South,6,1000
2026-07-15,Headphones,East,4,500
2026-07-16,Smartwatch,South,7,500
2026-07-17,Laptop,North,4,350
2026-07-18,Smartwatch,East,7,1000
2026-07-19,Phone,South,3,120
2026-07-20,Phone,West,3,180
2026-07-21,Headphones,East,1,350
2026-07-22,Smartwatch,West,4,1000
2026-07-23,Laptop,East,5,250
2026-07-24,Smartwatch,South,7,500
2026-07-25,Smartwatch,North,6,1000
2026-07-26,Smartwatch,East,8,1000
2026-07-27,Phone,South,7,120
2026-07-28,Laptop,East,3,500
2026-07-29,Smartwatch,North,2,1000
2026-07-30,Headphones,North,6,350
2026-07-31,Laptop,South,8,500
2026-08-01,Phone,South,3,250
2026-08-02,Tablet,South,7,120
2026-08-03,Tablet,South,4,120
2026-08-04,Tablet,North,6,120
2026-08-05,Laptop,South,5,250
2026-08-06,Headphones,North,4,180
2026-08-07,Smartwatch,South,6,250
2026-08-08,Phone,South,2,180
2026-08-09,Smartwatch,South,7,750
2026-08-10,Smartwatch,East,6,1000
2026-08-11,Smartwatch,North,3,120
2026-08-12,Phone,East,7,180
2026-08-13,Laptop,West,4,1000
2026-08-14,Laptop,South,4,120
2026-08-15,Tablet,West,6,750
2026-08-16,Smartwatch,South,6,1000
2026-08-17,Laptop,East,7,750
2026-08-18,Smartwatch,South,4,250
2026-08-19,Smartwatch,South,8,180
2026-08-20,Tablet,West,6,250
2026-08-21,Headphones,East,2,250
2026-08-22,Phone,West,1,180
2026-08-23,Tablet,West,4,750
2026-08-24,Laptop,East,7,500
2026-08-25,Smartwatch,West,8,180
2026-08-26,Smartwatch,North,1,180
2026-08-27,Headphones,North,5,750
2026-08-28,Headphones,North,7,1000
2026-01-01,Tablet,South,5,180
2026-01-02,Laptop,East,7,500
2026-01-03,Tablet,North,6,500
2026-01-04,Tablet,East,2,350
2026-01-05,Tablet,North,5,750
2026-01-06,Phone,North,5,750
2026-01-07,Laptop,West,3,500
2026-01-08,Phone,North,7,750
2026-01-09,Tablet,South,1,750
2026-01-10,Headphones,South,5,350
2026-01-11,Tablet,West,1,500
2026-01-12,Tablet,South,4,750
2026-01-13,Smartwatch,West,5,1000
2026-01-14,Headphones,East,3,250
2026-01-15,Smartwatch,North,3,750
2026-01-16,Laptop,North,3,750
2026-01-17,Tablet,West,4,250
2026-01-18,Tablet,North,7,1000
2026-01-19,Headphones,North,5,500
2026-01-20,Smartwatch,East,2,350
2026-01-21,Smartwatch,West,2,350
2026-01-22,Smartwatch,South,2,1000
2026-01-23,Phone,East,5,350
2026-01-24,Headphones,North,3,180
2026-01-25,Phone,North,8,180
2026-01-26,Phone,North,2,350
2026-01-27,Laptop,East,6,750
2026-01-28,Phone,West,8,250
2026-01-29,Phone,East,3,350
2026-01-30,Headphones,South,7,750
2026-01-31,Laptop,South,7,350
2026-02-01,Tablet,West,1,500
2026-02-02,Laptop,West,1,250
2026-02-03,Phone,West,1,750
2026-02-04,Laptop,West,6,250
2026-02-05,Phone,North,7,500
2026-02-06,Tablet,East,2,1000
2026-02-07,Headphones,North,5,350
2026-02-08,Tablet,South,3,250
2026-02-09,Laptop,South,4,180
2026-02-10,Phone,West,4,180
2026-02-11,Laptop,,1,500
2026-02-12,Headphones,East,6,750
2026-02-13,Smartwatch,East,5,1000
2026-02-14,Laptop,East,1,750
2026-02-15,Headphones,East,1,750
2026-02-16,Smartwatch,East,8,350
2026-02-17,Phone,West,5,350
2026-02-18,Laptop,South,1,250
2026-02-19,Headphones,West,5,500
2026-02-20,Tablet,East,2,500
2026-02-21,Headphones,East,2,1000
2026-02-22,Tablet,West,4,500
2026-02-23,Tablet,South,4,250
2026-02-24,Phone,South,3,120
2026-02-25,Laptop,West,8,250
2026-02-26,Laptop,East,1,750
2026-02-27,Smartwatch,East,8,180
2026-02-28,Tablet,East,2,750
2026-03-01,Tablet,North,4,350
2026-03-02,Phone,East,8,120
2026-03-03,Tablet,North,1,1000
2026-03-04,Laptop,East,6,350
2026-03-05,Phone,West,1,120
2026-03-06,Smartwatch,South,6,250
2026-03-07,Tablet,East,5,750
2026-03-08,Headphones,East,6,180
2026-03-09,Headphones,North,7,350
2026-03-10,Phone,South,8,1000
2026-03-11,Phone,East,2,180
2026-03-12,Smartwatch,South,2,350
2026-03-13,Tablet,South,8,180
2026-03-14,Headphones,West,1,1000
2026-03-15,Headphones,South,8,120
2026-03-16,Tablet,North,1,120
2026-03-17,Tablet,West,1,750
2026-03-18,Headphones,West,2,350
2026-03-19,Phone,South,6,750
2026-03-20,Smartwatch,West,1,120
2026-03-21,Phone,South,8,1000
2026-03-22,Tablet,South,2,1000
2026-03-23,Laptop,North,4,250
2026-03-24,Headphones,South,4,500
2026-03-25,Headphones,South,4,120
2026-03-26,Headphones,South,8,120
2026-03-27,Laptop,South,6,120
2026-03-28,Laptop,South,2,350
2026-03-29,Smartwatch,East,1,1000
2026-03-30,Headphones,West,5,500
2026-03-31,Phone,East,6,250
2026-04-01,Tablet,South,8,250
2026-04-02,Phone,East,8,120
2026-04-03,Tablet,North,1,250
2026-04-04,Laptop,East,6,750
2026-04-05,Headphones,West,3,350
2026-04-06,Phone,West,2,250
2026-04-07,Phone,South,2,1000
2026-04-08,Tablet,West,8,1000
2026-04-09,Laptop,South,2,1000
2026-04-10,Headphones,South,2,1000
2026-04-11,Smartwatch,East,3,350
2026-04-12,Smartwatch,South,1,500
2026-04-13,Smartwatch,West,8,500
2026-04-14,Laptop,West,3,750
2026-04-15,Smartwatch,North,7,750
2026-04-16,Tablet,West,7,350
2026-04-17,Headphones,North,7,250
2026-04-18,Smartwatch,South,3,180
2026-04-19,Smartwatch,North,5,1000
2026-04-20,Smartwatch,West,4,180
2026-04-21,Phone,North,5,750
2026-04-22,Laptop,North,3,500
2026-04-23,Smartwatch,South,6,500
2026-04-24,Headphones,North,7,750
2026-04-25,Laptop,East,1,500
2026-04-26,Laptop,East,7,180
2026-04-27,Tablet,West,4,250
2026-04-28,Tablet,East,5,180
2026-04-29,Tablet,East,4,1000
2026-04-30,Smartwatch,West,8,120
2026-05-01,Laptop,North,7,180
2026-05-02,Tablet,South,7,350
2026-05-03,Phone,North,1,120
2026-05-04,Tablet,West,8,1000
2026-05-05,Tablet,West,4,1000
2026-05-06,Phone,East,8,180
2026-05-07,Headphones,East,3,750
2026-05-08,Smartwatch,North,1,350
2026-05-09,Smartwatch,West,5,180
2026-05-10,Headphones,North,5,120
2026-05-11,Tablet,West,3,120
2026-05-12,Headphones,North,1,1000
2026-05-13,Smartwatch,North,6,120
2026-05-14,Smartwatch,East,4,180
2026-05-15,Laptop,South,3,350
2026-05-16,Tablet,West,6,180
2026-05-17,Phone,North,6,250
2026-05-18,Laptop,East,8,500
2026-05-19,Smartwatch,West,6,350
2026-05-20,Headphones,North,4,120
2026-05-21,Smartwatch,North,2,350
2026-05-22,Smartwatch,North,5,120
2026-05-23,Tablet,East,8,350
2026-05-24,Laptop,East,4,250
2026-05-25,Laptop,East,3,1000
2026-05-26,Headphones,West,4,750
2026-05-27,Laptop,South,2,180
2026-05-28,Tablet,South,3,120
2026-05-29,Laptop,East,1,120
2026-05-30,Smartwatch,North,3,1000
2026-05-31,Tablet,West,2,500
2026-06-01,Headphones,South,7,350
2026-06-02,Headphones,East,7,250
2026-06-03,Smartwatch,East,2,500
2026-06-04,Laptop,East,2,1000
2026-06-05,Tablet,East,6,500
2026-06-06,Tablet,East,5,500
2026-06-07,Laptop,South,8,350
2026-06-08,Phone,West,8,180
2026-06-09,Phone,North,7,1000
2026-06-10,Laptop,North,5,750
2026-06-11,Laptop,East,3,120
2026-06-12,Tablet,East,7,500
2026-06-13,Phone,North,4,750
2026-06-14,Phone,West,7,750
2026-06-15,Phone,North,3,180
2026-06-16,Smartwatch,East,2,180
2026-06-17,Tablet,East,8,750
2026-06-18,Phone,East,2,250
2026-06-19,Phone,North,8,250
2026-06-20,Smartwatch,North,4,120
2026-06-21,Headphones,North,2,180
2026-06-22,Smartwatch,North,8,250
2026-06-23,Tablet,North,3,500
2026-06-24,Tablet,East,7,180
2026-06-25,Headphones,West,4,1000
2026-06-26,Phone,North,5,1000
2026-06-27,Headphones,South,6,350
2026-06-28,Headphones,North,6,1000
2026-06-29,Tablet,East,2,180
2026-06-30,Tablet,West,3,500
2026-07-01,Laptop,East,2,750
2026-07-02,Smartwatch,South,1,1000
2026-07-03,Smartwatch,North,4,120
2026-07-04,Tablet,West,8,750
2026-07-05,Phone,North,7,180
2026-07-06,Headphones,East,8,500
2026-07-07,Phone,East,6,500
2026-07-08,Headphones,West,3,1000
2026-07-09,Headphones,West,3,180
2026-07-10,Headphones,West,6,120
2026-07-11,Tablet,North,4,120
2026-07-12,Smartwatch,West,4,120
2026-07-13,Headphones,South,6,350
2026-07-14,Laptop,North,1,120
2026-07-15,Smartwatch,North,5,1000
2026-07-16,Tablet,South,3,350
2026-07-17,Headphones,North,2,500
2026-07-18,Tablet,South,4,500
2026-07-19,Smartwatch,South,6,350
2026-07-20,Headphones,West,1,500
2026-07-21,Smartwatch,East,3,180
2026-07-22,Phone,West,5,180
2026-07-23,Phone,East,3,250
2026-07-24,Laptop,North,7,1000
2026-07-25,Headphones,South,8,750
2026-07-26,Headphones,West,4,500
2026-07-27,Phone,East,1,180
2026-07-28,Smartwatch,East,3,180
2026-07-29,Tablet,West,3,120
2026-07-30,Smartwatch,South,3,500
2026-07-31,Laptop,North,1,750
2026-08-01,Headphones,South,4,350
2026-08-02,Smartwatch,South,3,180
2026-08-03,Smartwatch,West,3,1000
2026-08-04,Headphones,North,5,180
2026-08-05,Headphones,South,2,180
2026-08-06,Phone,East,3,120
2026-08-07,Smartwatch,West,7,1000
2026-08-08,Smartwatch,South,2,180
2026-08-09,Laptop,East,1,1000
2026-08-10,Smartwatch,West,8,750
2026-08-11,Smartwatch,South,1,1000
2026-08-12,Smartwatch,East,7,250
2026-08-13,Headphones,South,7,180
2026-08-14,Headphones,East,6,500
2026-08-15,Phone,South,3,250
2026-08-16,Tablet,South,2,250
2026-08-17,Smartwatch,East,4,120
2026-08-18,Headphones,East,2,500
2026-08-19,Headphones,North,4,750
2026-08-20,Headphones,West,6,120
2026-08-21,Smartwatch,South,5,250
2026-08-22,Headphones,North,6,500
2026-08-23,Phone,South,4,350
2026-08-24,Tablet,South,6,500
2026-08-25,Headphones,North,5,500
2026-08-26,Phone,East,3,1000
2026-08-27,Laptop,West,8,1000
2026-08-28,Tablet,South,4,500
